16.0,16,0,1,1,20,0,-1,-1,0,0,0,-1,1
6.5,10,0,2,2,14,0,-1,-1,0,0,0,-1,1
5.666666666666667,9,0,3,3,19,0,-1,-1,0,0,0,-1,1
4.0,6,0,2,2,9,0,15237570,-1,0,0,0,-1,-1
2.5,3,0,2,2,6,0,864,21,0,0,0,-1,-1
4.25,7,0,4,4,20,0,-1,-1,0,0,0,-1,1
3.0,4,0,2,2,7,0,1365,56,0,0,0,-1,-1
25.0,25,0,1,2,30,0,-1,-1,0,0,0,-1,1
6.0,10,0,3,3,20,0,6621228,-1,0,0,0,-1,-1
6.0,8,0,3,3,24,0,-1,-1,0,0,0,-1,1
4.0,5,0,2,2,9,0,28873,11100,0,0,0,-1,-1
4.0,5,0,3,3,14,0,243477,53927,0,0,0,-1,-1
16.0,16,0,1,1,20,0,-1,-1,0,0,0,-1,1
6.0,6,0,1,1,10,0,-1,-1,0,0,0,-1,1
8.736842105263158,40,0,19,19,188,0,-1,-1,2,0,0,-1,1
5.0,8,0,2,2,15,0,-1,-1,0,0,0,-1,1
20.0,20,0,1,1,24,0,-1,-1,0,0,0,-1,1
10.0,10,0,1,1,14,0,2277,600,0,0,0,-1,-1
9.0,9,0,1,1,13,0,2725,3578,0,0,0,-1,-1
13.0,13,0,1,1,17,0,-1,-1,0,0,0,-1,1
9.0,9,0,1,1,13,0,12627,5040,0,0,0,-1,-1
3.6666666666666665,4,0,3,3,13,0,19443,2650,0,0,0,-1,-1
3.0,4,0,3,3,11,0,79870,1732,0,0,0,-1,1
3.0,4,0,2,2,7,0,-1,-1,0,0,0,-1,1
6.535714285714286,17,0,28,28,210,0,-1,-1,4,0,0,-1,1
7.5,12,0,2,2,16,0,-1,-1,0,0,0,-1,1
3.3333333333333335,6,0,3,3,12,0,60,5,0,0,0,-1,-1
5.0,7,0,4,4,23,0,8797280,-1,0,0,0,-1,1
5.666666666666667,7,0,3,3,23,0,-1,-1,0,0,0,-1,1
2.0,2,0,1,1,6,0,7963,3018,0,0,0,-1,-1
11.0,20,0,2,2,27,0,-1,-1,0,0,0,-1,1
10.0,10,0,1,1,14,0,-1,-1,0,0,0,-1,1
14.0,14,0,1,1,18,0,-1,-1,0,0,0,-1,1
9.5,17,0,2,2,24,0,-1,-1,0,0,0,-1,1
3.0,4,0,2,2,7,0,9398,86,0,0,0,-1,1
3.3333333333333335,6,0,3,3,12,0,84,1,0,0,0,-1,1
3.6666666666666665,6,0,3,3,13,0,1124334,39463,0,0,0,-1,1
6.0,6,0,2,2,17,0,76269,-1,0,0,0,-1,-1
11.0,11,0,1,1,15,0,-1,-1,0,0,0,-1,1
